FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_,aug_trigger_class,aug_trigger_confidence,aug_severity_class,aug_exposure_context,aug_uncertainty_label,aug_missing_fields_count,aug_missing_fields,aug_failure_process_narrative,aug_planning_summary
64,65,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,65,Flow,15/06/2003,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
65,66,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,66,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
66,67,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,67,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
67,68,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,68,Flow,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,2,"Water_Cont, Distri_",Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
68,69,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,69,Fall,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,2,"Water_Cont, Distri_",Fall process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed fall record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
69,70,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,70,Fall,15/06/2010, ,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,2,"Water_Cont, Distri_",Fall process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed fall record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
70,71,West Lar Para,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,71,Complex,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Complex process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed complex record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
71,72,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,72,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
72,73,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,73,Fall,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Fall process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed fall record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
73,74,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,74,Flow,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
74,75,Larpara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,75,Flow,03/07/2008,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
75,76,South Dikkul,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,76,Flow,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Anthropogenic slope modification,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
76,77,South Dikkul,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,77,Flow,19/06/2009,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Anthropogenic slope modification,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
77,78,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,78,Slide,03/07/2008,Advancing,0,2,High,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,High,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
78,79,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,79,Slide,04/06/2006,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
79,80,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,80,Flow,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
80,81,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,81,Flow,04/07/2004,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Flow process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed flow record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
81,82,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,82,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
82,83,South Hajipara,Suspended, ,Weatherd Rock and Soil,Nil,Low,Cox's Bazar,83,Slide,15/06/2010,Advancing,0,0,Nil,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving weatherd rock and soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
83,84,Badshar Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,84,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving soil under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
84,85,Badshar Ghona,Suspended, ,Soil,Nil,Low,Cox's Bazar,85,Slide,15/06/2010,Advancing,0,1,Low,-,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Slide process involving soil under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed slide record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
85,86,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,86,Unrecognized,15/06/2010,Advancing,1,1,Low,-,Rainfall,Rainfall,High,High,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Unrecognized process involving soil under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed unrecognized record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
86,87,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,87,Unrecognized,03/07/2008,Advancing,0,1,Low,-,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Unrecognized process involving soil under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed unrecognized record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
87,88,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,88,Unrecognized,15/06/2010,Advancing,0,1,Low,-,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Unrecognized process involving soil under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed unrecognized record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
88,89,East Light House Para,Suspended, ,Soil,Nil,Low,Cox's Bazar,89,Unrecognized,15/06/2010,Advancing,0,1,Low,-,Rainfall and Hill Cutting,Rainfall and hill cutting,High,Moderate,Settlement or institutional exposure,Low uncertainty,1,Water_Cont,Unrecognized process involving soil under unrecorded moisture condition with rainfall and hill cutting as the interpreted trigger context.,Observed unrecognized record in Cox's Bazar; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
